order_id,review_score,review_comment_message,category_id,category_name
93ec3e2c9a4beee38c28973d307093e1,1.0,Faltou a FLANGE da cadeira que e considerada a peça mais importante.,2,Incomplete Order / Missing Items
615ae1b88a25a4ac47fbf55c9c847b6e,1.0,Comprei um lençol queen mas as fronhas não vestem um travesseiro 70 x 50. São muito pequenas e estreitas!!! baratheon que sempre ofereceu produtos de qualidade deixou a desejar !!!,6,Poor Quality / Below Expectations
1e8c81805b92ff169971231458670460,1.0,Não interessa se opera Market Place. A compra foi feita no site da lannister e pago para lannister. Se tiver que ajuizar vai ser contra lannister e lá faça o regresso contra o fornecedor.,7,Customer Support & Refund Issues
fb9b2930f4a30f96c7cc98eaaa85e5f0,1.0,Comprei um KiT de 3 Almofadas Azul Mandala e recebi um outro com almofadas diferentes (inclusive as cores) Nâo sei lidar com INCOMPETÊNCIA!!!!,3,Wrong Item Delivered / Product Divergence
8e24261a7e58791d10cb1bf9da94df5c,1.0,Anunciam um produto que não tem em estoque e ainda não cancelaram a compra no meu cartão!,7,Customer Support & Refund Issues
c4d2f075fc3bf3a06d1e68e113c35cbd,2.0,"tenho outro sling de outra marca com tecido muito mais macio, maleável e agradável",6,Poor Quality / Below Expectations
3b4ad687e7e5190db827e1ae5a8989dd,1.0,"Comprei um produto e não entregaram. 
Pedi o cancelado do produto.",1,Late Delivery or Non-Delivery
b68d69564a79dea4776afa33d1d2fcab,1.0,Não chegou.,1,Late Delivery or Non-Delivery
f04bfdbef5359607d39e66fccc9cc0de,1.0,targaryen não entregou os produtos completos. No dois itens comprados veio faltando unidades.,2,Incomplete Order / Missing Items
f373335aac9a659de916f7170b8bc07a,2.0,não recebi o produto consta que o mesmo voltou para o remetente. como faço para que possa reviar-lo?,1,Late Delivery or Non-Delivery
6f5a2dbe5ccce73a9d053a542baabd1c,1.0,"Preciso alizar a troca do produto que está com defeito e não consigo registrar a solicitação no SITE. No item ""TROCAS E DEVOLUÇÕES"" sempre informa que está com problema de comunicação.
Aguardo retorn",7,Customer Support & Refund Issues
f11e9516ca2b6091b64f2e2ea0ebebb3,1.0,Não recebi o pedido no tempo estimado e não fui informada do porque do atraso.,1,Late Delivery or Non-Delivery
db5fdbee9ab29d55f24c329246e6fe51,1.0,"Me entregaram faltando um pote, insatisfação",2,Incomplete Order / Missing Items
cbbb524a0e1646aa6cf7a3c0bbe517ad,1.0,"produto entregue diferente do que foi comprado,não recomendo o vendedor.",3,Wrong Item Delivered / Product Divergence
4f7e398a1ddb1c349465b42b6865c60b,1.0,N gostei do produto n era oq imaginei nem oq eu eeperava,6,Poor Quality / Below Expectations
db0d194c127a36909de3bda3edad30bc,1.0,"Não recebi a quantidade correta, estou aguardando posição da targaryen, mas até agora não me deram retorno",2,Incomplete Order / Missing Items
ac7a92560a9e99f0a0ab4988102f491b,1.0,"Comprei pensando que ia vir conforme a foto, vel branco e a parte baixo bege, porém veio tudo bege.",3,Wrong Item Delivered / Product Divergence
da8be3bb62e9bf01e2e1a3bfd74ebd1a,1.0,"ainda não recebi o produto acredito que não seja culpa do vendedor e sim dos correios , e estou com urgência 

o produto se encontra parado nos correiros na data de 01/05/17 ",1,Late Delivery or Non-Delivery
6de3383be650cfe96aed26171ad65c47,1.0,"BOM DIA, NAO RECEBI O DHEA, SOMENTE O RECYCLE, QUAL PROCEDIMENTO PRECISO FAZER? PRECISO RESOLVER ISSO
OBRIGADO",2,Incomplete Order / Missing Items
21f4a37ec131158f1615d0f186f190af,1.0,Fiz o cancelamento da compra há 13 dias (Data em posto esse comentário). E até agora não cancelaram minha compra no cartão.,7,Customer Support & Refund Issues
45ed6e85398a87c253db47c2d9f48216,1.0,"Produto demorou a chegar e veio diferente do que foi pedido... pedi X veio Y, nada haver...",3,Wrong Item Delivered / Product Divergence
faa911f9ff46e53aedc9408c5d6a24ad,1.0,"Comprei DOIS porta talheres e recebi apenas UM até o momento, juntamente com uma NF onde constam dois produtos.",2,Incomplete Order / Missing Items
95e42e6aaf6264cd3e77c06b32dc3003,1.0,Nao entregaram o produto e nao entraram em contato para resolver o problema ate o momento.,1,Late Delivery or Non-Delivery
f30607daae66843552e00843c6de88ef,1.0,"Mais respeito ao consumidor, era para presente!!",8,General Complaints Without Insights
4207ad8e0e4e4070f271c930d25f72d7,1.0,"Gostei do produto, porém entregaram apenas 1 unidade, faltou uma unidade do produto, algo aconteceu durante na entrega",2,Incomplete Order / Missing Items
38b7efdf33dd5561f4f5d4f6e07b0414,1.0,"Meu produto não chegou. Isso gerou estresse e eu não estou conseguindo fazer a devolução. Caso isso aconteça, vou por na justiça.",1,Late Delivery or Non-Delivery
4f7ce3efe568a5e57290a9fa3e45b1f5,1.0,"Muito enrolado. Já liguei para o stark, ficaram de me retornar em dois dias e até agora nada ",7,Customer Support & Refund Issues
580c882a5805c78546ea65ec6d3690e4,1.0,ainda não recebi o produto. ninguém entrou em contato. NÃo recomendo a ninguém . sou cliente baratheon mt tempo primeira vez que acontece essa situação. ,1,Late Delivery or Non-Delivery
dcb4a1d21593a108db61f12a4b3d61db,2.0,"Produto chegou no prazo,porem, nao veio na medida correta.
Tentei entrar em contato para troca ou devolucao e nao obtive nenhuma resposta.",3,Wrong Item Delivered / Product Divergence
9472d3c8a0ad463cbfc89897334431da,1.0,AINDA NAO RECEBI O PRODUTO.,1,Late Delivery or Non-Delivery
5b96fa278c2b3c1e29c190ef1b651d08,1.0,"No anuncio não diz que o produto é ""compatível"" comprei como se fosse Original, apenas percebi quando chegou, se eu soubesse que não era original não teria comprado.",5,Counterfeit or Misleading Advertising
b3206cf64b7cd1480a6c6f9912b20666,2.0,Estou super satisfeita....super recomendo,8,General Complaints Without Insights
8ca57f2b32c00588cab243b2115441f5,1.0,"Gostaria de saber sobre a devolução do produto,pois informaram que seria 48 horas pra confirmar a devolução e até o momento nada.",7,Customer Support & Refund Issues
18d686f1bb1270182c646fe337459d79,1.0,"Não é a primeira vez de atraso na entrega, quando consegue falar a atendente ainda pede um prazo de dois dias, fora o atraso, infelizmente as mudanças de entrega dos parceiros não está sendo pratica",1,Late Delivery or Non-Delivery
1f6405caa14a2debb88594b0471ed340,1.0,"Produto bonito, no entanto de má qualidade, não correspondendo ao esperado como joia de qualidade, com algumas manchas escuras na corrente do pingente.",6,Poor Quality / Below Expectations
64a9f2b487f66506d463ca18152280e8,1.0,O mocho não tem nem 6 meses de uso e a parte da estrutura já está rachando! Produto de péssima qualidade!,4,Damaged or Broken Product
91bcade2288597459e1dbce52d6d0ef9,1.0,o produto não chegou,1,Late Delivery or Non-Delivery
d52140bee663636aa4f6057e50bc06a3,1.0,Não recebi o produto e a loja nem se quer me dar uma satisfação ,1,Late Delivery or Non-Delivery
bcdbb3b243d4e882503b919785e2343f,1.0,Bom o produto é bom mas eu comprei 5 radinho e só veio 3 ,2,Incomplete Order / Missing Items
118045506e1c1dda060171af43fe11b4,1.0,Eu pedi 6 trios de pendentes e vcs só M entregaram 6 unidades este não foi meu pedido nem meu pagamento,2,Incomplete Order / Missing Items
a98012aa8c697f2bcff9f8c2183e0f2b,1.0,"O pedido, não chegou com a quantidade correta. Faltou o Suporte De Peito Cinta Peitoral Para Camera Gopro Go Pro, faltou um Adaptador Conector P2 Macho P10 Femea Estereo Microfone sendo 3.",2,Incomplete Order / Missing Items
f3d418a0887dbfd5bd41c788c87ac28b,1.0,"Chegou o produto atrasado, faltando outro. Falta chegar os demais. O cliente está zangado.",2,Incomplete Order / Missing Items
714fb133a6730ab81fa1d3c1b2007291,1.0,"Holá!
Não recebi o produto é nem um telefonema referente ao que comprei.",1,Late Delivery or Non-Delivery
c3716204ec5bc2bc5593bee858279148,1.0,"meu produto veio com o cabo todo arranhado, produto parece usado",4,Damaged or Broken Product
d30680568af2e9f0aeba3420292df26d,1.0,Zero não entregaram e não dão satisfação! Vou devolver,1,Late Delivery or Non-Delivery
cfd355e6233b9854f7decc72472f9c3e,2.0,"Os orifícios da capa para conexão do cabo P2 (3,5 mm) e do microfone não correspondem ao celular.",3,Wrong Item Delivered / Product Divergence
1a7ee01992a69255a005e9db8a96d898,1.0,COMPREI UM PRODUTO E VEIO OUTRO.,3,Wrong Item Delivered / Product Divergence
376a342d70faa7a733b871acc701def8,1.0,Ainda nao recebi minha compra,1,Late Delivery or Non-Delivery
6f36c999f8ef8d1a3a999079a5b637aa,1.0,Apenas foi entregue 1 mercadoria ,2,Incomplete Order / Missing Items
37553832a3a89c9b2db59701c357ca67,1.0,Até hoje não recebi meu produto e nem uma resposta sobre o ressarcimento.Aguardo uma solução para que eu continue a comprar com o stark.,1,Late Delivery or Non-Delivery
ac2b7c522d811acba0aa270ed3e112e4,1.0,"Loja lixo, entregaram produto errado, mandei email pro stark reclamando, nem obtive resposta, bela consideraçao por um cliente de tantos anos, qro ver o valor na minha fatura, ja q sao diferentes!",3,Wrong Item Delivered / Product Divergence
8a0b2bc5c7a1c524635f4de8bae9dffe,1.0,"Pessimo atendimento, estou tentando cancelar a compra desde minutos depois de ter efetuado devido a propaganda induzir ao erro fazendo alusão a um produto original e nao estou conseguindo.",5,Counterfeit or Misleading Advertising
234c056c50619f48da64f731c48242b4,1.0,"O produto está com a entrega em atraso.
Até o momento não obtive nenhum retorno do meu chamado que está em aberto! ",1,Late Delivery or Non-Delivery
7b2f3756c235e93b2ad6330c54805401,2.0,"pois era pra entregar previsão para dia 03/04/2018 já esta quase chegando a fatura e o produto não chegou ate hoje , nunca comprei um produto pela internet pra demorar desse tanto.",1,Late Delivery or Non-Delivery
a890088df39d4c062a07081527034784,2.0,"Pelas imagens achei q fosse tela com moldura. Até pq na discrição está escrito q a espessura e de 2 cm. 
Só q na verdade é um mdf de 3 mm fiquei um pouco fustratado mas tudo bem. ",6,Poor Quality / Below Expectations
d0e9849de800fdb4cb3b5e6d42c6b367,1.0,produto com defeito nas costuras.,4,Damaged or Broken Product
d57e15fb07fd180f06ab3926b39edcd2,1.0,Não compre,8,General Complaints Without Insights
d8e2d2a26010eb732a91d8b6952e2c9e,2.0,Boa tarde! Achei que demorou bastante a chegar em minha residência. Mas apesar da demora estou satisfeita com meu varal.,1,Late Delivery or Non-Delivery
f6f6a68d78c7dd4b319f6df3c846094b,1.0,Não passou o prazo ainda.,8,General Complaints Without Insights
6a6c7d523fd59eb5bbefc007331af717,1.0,estou aguardando o produto chegar,1,Late Delivery or Non-Delivery
c1f0e475378c6500b5907a2134bda1da,1.0,"Só foi entregue a boneca,faltou os panos de pratos és as saias da cama box de solteiro.",2,Incomplete Order / Missing Items
58b198357d2b68044f885a370a585ff3,1.0,"Muito demorado para enviar o produto, e que até agora não chegou.",1,Late Delivery or Non-Delivery
4190ab61a7fced69f3ee84d1da1120cc,1.0,"Minha compra ainda não chegou, não respeitam o prazo de entrega, não me atendem não me respondem. Total falta de respeito. ",1,Late Delivery or Non-Delivery
d118d545516947d2d82fda28e9d631af,1.0,"Comprei um produto de 1 litro e chegou em de 300 ml. Nao veio a nota fiscal do produto, sem falar que o mesmo chegou em uma embalagem duvidosa.",3,Wrong Item Delivered / Product Divergence
aa2e81559d88cca16ac122e7627078c8,1.0,ainda aguardando,1,Late Delivery or Non-Delivery
dd6d0f11a9c3d2abdc91e95b9598b332,1.0,"Devido a uma irresponsabilidade da empresa o produto não chegou em minha residência, estou aguardando mais informações da empresa responsável ! 
Obs: já tem mais de um mês que fiz a compra. ",1,Late Delivery or Non-Delivery
ca0400dec2c292340c373e63b1c2c597,1.0,Das 4 und compradas só chegaram 3 e sem nota fiscal. Isso mostra a grande falta de organização ,2,Incomplete Order / Missing Items
492bed007520827cbed51959e4ce4385,1.0,"Recebi o produto, porém veio da cor errada.",3,Wrong Item Delivered / Product Divergence
90855e99e15fa22aff68cdb4323b27c9,1.0,"Recebi, mas porém, não é original.
Deveriam ser mais transparente, pq no site está constando que é uma peça original. ",5,Counterfeit or Misleading Advertising
c761a8b74f1e876bc5efc4186f720e27,1.0,"Realizei a compra de 2 colchas de solteiro e só recebi 1 produto.
E até agora não recebi a outra colcha.",2,Incomplete Order / Missing Items
f9ca536e1ef897f153c183d72ba141bb,1.0,"Referente ao pedido que comprei, duas carenagem uma do lado esquerdo e uma do lado direito, so chego a do lado esquerdo, esta faltando a do mado direito, queria saber quando vai chegar ; ",2,Incomplete Order / Missing Items
88c588c116fd06fb8e48dd83af88ec4a,2.0,Ainda não recebi o pedido e ti enviando enail e ninguém me responde ,1,Late Delivery or Non-Delivery
5f071a8534fb6805fa6ec902f04219e4,2.0,"Comprei o relógio todo preto, com fecho preto, porém veio com fecho prata, e comprei com nome MVTM escrito dentro do relógio, veio sem o nome, na foto fecho preto, e com nome MVTM, não veio assim",3,Wrong Item Delivered / Product Divergence
675bc8cd15e6b9225582b9161288670f,1.0,"Produto de baixa qualidade, na foto engana bem, bota esquerdo não tem função, o digital somente funciona se vc aperta um dos dois botões da direita e logo apaga, instrução em inglês e chinês. ",6,Poor Quality / Below Expectations
80b0f4fc350532f6e0ce9aa81ccde91c,1.0,"realizei a compra, e não entregara!!! estou cancelando e espero ser reembolsada.",1,Late Delivery or Non-Delivery
90e4c72e836cb3e0bea6a31fd981a346,2.0,"Muito bonita a cortina, só deveria ser um pouco melhor o material desfia muito fácil ,mais pelo tá ótimo!!!",6,Poor Quality / Below Expectations
efe9bd98be3cb5cb5c87e7ca27abe613,1.0,"O prazo de entrega era até o dia 16/02.
Até agora não recebi.",1,Late Delivery or Non-Delivery
dd480c63548e3c0b7219520e3784ebd2,1.0,Câmera com defeito estou tentando entrar em contato para troca ou devolução não consigo .,4,Damaged or Broken Product
760312f5735ee281f01e56d5ddee05e3,2.0,"Comprei duas manta so foi entregue uma,e na nota fiscal veio emitida as 2 manta king",2,Incomplete Order / Missing Items
eb7aac057d7c17adb860b770451ae250,2.0,"Efetuei a compra de suas estantes, no entanto, apesar da rapidez na entrega, somente recebi uma delas. 
Requeiro pelo presente a entrega do segundo produto. ",2,Incomplete Order / Missing Items
af42887f85d980291a066176c4d13709,2.0,"Produto foi entregue com muita demora
",1,Late Delivery or Non-Delivery
444ebbf5602b5acdad22e0b4a9951bda,1.0,Recebi o produto correto porém é muito fraco e começou a rachar já na montagem.,4,Damaged or Broken Product
c5e1ff5a434a0e128ac186bd92c1060d,2.0,Estou insatisfeita pela falta de atenção com o cliente! Foi solicitado no início o cancelamento do pedido no qual não fui atendida! Não pretendo comprar mais tão cedo por aqui! !! ,7,Customer Support & Refund Issues
044d94a4ac73b24fe28ff5293ac35bd8,2.0,recebi 2 dos 3 produtos desejados ,2,Incomplete Order / Missing Items
911ac4b6a3d83be295853192aa63fbaa,1.0,"A película não é de gel. É de plástico e a capa é de plástico de um material péssimo.

Tive que jogar no lixo.
",6,Poor Quality / Below Expectations
afffe744c625af23449137b8f832e630,1.0,"não recomendo pois não entregou no prazo e não consigo falar com eles, é muito ruim a targaryen",1,Late Delivery or Non-Delivery
bd74c36a843f8560d4b4b2a902dfb22e,2.0,"Paguei o frete pra receber entre o dia 16 e 22. O prazo máximo era dia 27. Hoje é dia 29 e nada. Fiquei chateada, foi um presente e não chega nunca.",1,Late Delivery or Non-Delivery
38171cba31c7211ce21559574998ffdd,1.0,"Produto não chegou dentro do prazo, portanto, não recomendo a loja.",1,Late Delivery or Non-Delivery
31ebb964e83b9262b17cf1583a3eb45f,1.0,Pedi duas cadeiras e foi entregue apenas uma!!!!,2,Incomplete Order / Missing Items
3a129877493c8189c59c60eb71d97c29,1.0,Não recebi o produto e também não tive reembolso,1,Late Delivery or Non-Delivery
45b0a671da62d1c868294b22b4837dca,1.0,"AINDA NÃO RECEBI MEU PRODUTO, O PRAZO DE ENTREGA JÁ PASSOU DESDO DIA 20/02/2018",1,Late Delivery or Non-Delivery
d8721b9f395286c3b43ff47a250ad40a,2.0,"Pedi duas carteiras. Uma veio com defeito e outra veio errada, ñ é a q pedi.... pedi reembolso e creio q isso correrá bem.",3,Wrong Item Delivered / Product Divergence
5e4c365dd3cf7769a88981f408d069d3,1.0,Ja tive problema com uma maquina Nespresso que comprei e depois me disseram que o parceiro de vcs nao tinha. Agora com o conjunto de lencol no qual nao recebi. E ainda tem muitos produtos que comprei ,1,Late Delivery or Non-Delivery
00b1cb0320190ca0daa2c88b35206009,1.0,"Comprei dois fones de ouvido com valor de R$ 50, 32 e entregaram o cabo para para iPhone no valor de r$ 10",3,Wrong Item Delivered / Product Divergence
f7c061a1028ca02063801272ba6297f2,1.0,Solicitei a devolução e até agora não entraram em contato,7,Customer Support & Refund Issues
2f634e2cebf8c0283e7ef0989f77d217,1.0,"Comprei um perfume Bleu de Chanel , paguei e não recebi . ",1,Late Delivery or Non-Delivery
c4abf2eb2ea936ee6fc6e630b152fb77,1.0,"Comprei o produto em Março, praticamento quase em Junho ainda não chegou.",1,Late Delivery or Non-Delivery
99c0817d6ecd5fe55d21540917f1f5f9,1.0,O produto veio errado ,3,Wrong Item Delivered / Product Divergence
67d8f4eb477222d7b5b81daa8e007bdd,1.0,"Produto veio faltando peças, solicito outro com urgência pois já realizei o pagamento!
Gostaria do contato, com urgência. ",2,Incomplete Order / Missing Items
9115302ab0ba4c1f3499709b47bd00a1,1.0,"Paguei por dois produtos..
Só entregaram um
Vou recorrer na justiça ",2,Incomplete Order / Missing Items
114b8cdf01e21ff5631995283f233d67,1.0,Recebi um produto diferente do que comprei não cabe no celular é menor e não é compatível com as saídas de áudio botões laterais sai do do fone tudo diferente,3,Wrong Item Delivered / Product Divergence
8afe6304c5643864e2b19153a205ae5e,1.0,Eu não recebi o produto ainda,1,Late Delivery or Non-Delivery
e2b405a4cccf1e66eb8d2b73a4bba700,1.0,"Recebi um modelo de relógio diferente do que comprei. O modelo Casio que comprei é o A680, porém, para minha surpresa recebi o A168. Fora isso tenho lá minhas dúvidas sobre a originalidade do produto.",3,Wrong Item Delivered / Product Divergence
2640506a4584f571430195e2fa215406,1.0,"E não comprarei mais, cobra-se um valor do cartão de crédito e a NFiscal vem com outro valor, como preciso fechar a contabilidade na empresa não consigo fechar valores, não compro mais da B2W nenhuma",7,Customer Support & Refund Issues
e82a48563b753b7df504aba7e01f9faf,1.0,meu produto não chegou!!!!!!!!,1,Late Delivery or Non-Delivery
43f312594026fc6c67ccf619afe600d1,1.0,Esse produto não foi entregue ,1,Late Delivery or Non-Delivery
651bd7286b2e17e1e3ea7b644870e429,1.0,boneca não veio de acordo com as especificações que eu ví no quiosque da lannister.,3,Wrong Item Delivered / Product Divergence
ca621c614abfc6d64f4a093ade1249b9,1.0,nao recomendo pq nem se quer me perguntaram a cor dos ursinhos na hora da comprar cliquei no rosa e veio azul .e agora dinheiro posto fora pois estou gravida de menina,3,Wrong Item Delivered / Product Divergence
3821dc9ac1b25bed42324d0885b0a930,1.0,"COMPREI DOIS E RECEBI APENAS 1, SEGUNDO O ATENDENTE A SEGUNDA ESTAR PARA CHEGAR ATÉ AGORA NÃO RECEBI NENHUM RASTREAMENTO DA SEGUNDA GRELHA",2,Incomplete Order / Missing Items
d010facca14d57e997bf54e52f0ea03b,1.0,Por favor gostaria de saber da minha entrega,1,Late Delivery or Non-Delivery
ba403fc6762185ac676fa515ce2b1afa,1.0,As funções dele é meramente ilustrativa não funcionam apenas a hora,5,Counterfeit or Misleading Advertising
78ab727370e07aaf73b362897c8c6e3d,1.0,"Produto está descrito preto, chegou branco. ",3,Wrong Item Delivered / Product Divergence
7f6ad013a5d4f135c074e96bfa4de9a3,2.0,"o pedido é entregue em separado, comprei 7 itens que foram entregues em 3 pacotes em 3 datas diferentes e ainda ficou faltando um dos itens.",2,Incomplete Order / Missing Items
fb797aee19d1e438385938cd482027bb,1.0,muita demorada..enrrolacao total.,1,Late Delivery or Non-Delivery
b574f97b093ad4bc022f420344327e12,1.0,"não estou entendendo porque meu pedido ainda não chegou, sempre comprei pela internet e isso nunca aconteceu ",1,Late Delivery or Non-Delivery
554ed79a85b56443912252c580b0ad02,1.0,recebi apenas uma unidade e compramos duas,2,Incomplete Order / Missing Items
5596ba1b51a8d6801a60712a250471a8,1.0,"Ao colocar a película, as laterais ficaram sem a proteção 
pergunta : a película foi embalada incorretamente (apesar de constar como xperia xz), ou a película é deste modo mesmo (menor que a tela) 
",3,Wrong Item Delivered / Product Divergence
ceb992824b749348734de15eaca939ac,1.0,O remédio não é Original,5,Counterfeit or Misleading Advertising
afa2c425be2efd14c19b4a0aa62f9b59,1.0,Não recebi o produto e empresa informa que recebi.,1,Late Delivery or Non-Delivery
a184881e0110ee6bba45e5ba8287c638,2.0,"Ainda não recebi o meu produto, e já passaram 2 dias depois do prazo previsto e não recebi nenhum feedback da empresa",1,Late Delivery or Non-Delivery
ed1407b1e486fadba3e6cd4460dccd56,1.0,Não recebi o produto e ninguém me da uma posição do q vai ser feito muito triste ,1,Late Delivery or Non-Delivery
dd94f2867bcd2be2229f44d7a0df4e5b,1.0,Não recebi o produto fiquei muito desapontada ,1,Late Delivery or Non-Delivery
3eb08a4c95b522bed075ec059ad858ab,1.0,Não gostei por que me mandaram a cor errada,3,Wrong Item Delivered / Product Divergence
cb3830baa25a82fb69d5256ffca9b6a2,2.0,"Não recomendo e nem compraria de novo nesse site, pois quando coloquei na minha cesta tava um preço e passou uns dias e fui fechar a compra o mesmo estava com 20,00 de diferença a menos!",7,Customer Support & Refund Issues
6e9cd3f36a1e951e29d455913402c171,1.0,O produto veio.completamente diferente do anunciado e ainda veio com defeito quero a troca e quero o produto igual ao que eu pedi igual a que esta no anúncio. ,3,Wrong Item Delivered / Product Divergence
3d4a36b2720a815f829c5e1f82bbd0d5,1.0,Das 6 taças compradas recebi apenas duas. Estou aguardando solução para o recebimento das restantes.,2,Incomplete Order / Missing Items
362cc20bf09835f4398cedd319fb7d8e,1.0,"Além de não entregar o produto, fiz uma reclamação é não deram nenhuma satisfação.",1,Late Delivery or Non-Delivery
5cd498954e2b37d71b315166809b4bd7,1.0,"Estou aguardando o restante da entrega, comprei e paguei 3 perfumes blackcaviar feminino e recebi 1 perfume, preciso de um retorno da empresa para recuperar o prejuízo .",2,Incomplete Order / Missing Items
9a3492f3f18d2b5cf77e8ce369f84d80,1.0,produto não funciona ,4,Damaged or Broken Product
f2e891dfdc747b73c508d7a5689e82bf,1.0,"o produto entregue não foi o mesmo que eu pedi, já notifiquei na mesma data e até então, não tive retorno de como proceder
",3,Wrong Item Delivered / Product Divergence
c53b15af645d91a057ddba9d0e1f21c7,1.0,"Até o momento não recebi minha encomenda,sem confiança.",1,Late Delivery or Non-Delivery
1d52ba7197c7acebbb4f826f6585536f,1.0,Não recebi meu produto dentro do prazo e o atendimento foi péssimo,1,Late Delivery or Non-Delivery
ad27779fb29796c8d798f29aefedf3d0,1.0,Ruim,8,General Complaints Without Insights
e14fbb884fb89b4ed687485a902caf75,2.0,"Foi aberto chamado no site ontem dia 22/11, pois o produto recebido é diferente da foto do anuncio. ",3,Wrong Item Delivered / Product Divergence
fcc92ad75bbb8728d4d4488325ffc907,2.0,Boa tarde recebi o pedido incompleto veio faltando a luminária grande de 50 cm preto brilhante estou aguardando o produto .espero o mais rápido possível. obrigado ,2,Incomplete Order / Missing Items
1cbc5d1981e34d5c950e9418aa02217d,1.0,Comprei 2 unidades e chegou somente 1.,2,Incomplete Order / Missing Items
b5195225c11fc325d686d24fe14eedbb,1.0,Produto não foi entregue e não tive resposta até hoje,1,Late Delivery or Non-Delivery
4338e6bc70fcf731f6d799f56c66b6cb,1.0,Espero solução porque não recebi os 2 lençóis de Percal200 fios,2,Incomplete Order / Missing Items
13bad9a229ea7c04888ada5c6c971c28,1.0,a greve é dos caminhoneiros e não do Correios odiei,1,Late Delivery or Non-Delivery
56af0400ccac703cca01cd9846d29c58,1.0,"Não houve competência na entrega ou seja, simplesmente o produto não foi entregue, acho q a empresa deveria arcar com as consequências, ou contratar uma transportadora para efetuar as entregas. ",1,Late Delivery or Non-Delivery
790512cc033ced5f8fe1f9158eb8f2fe,1.0,"Poderia avaliar melhor, quando meu produto for entregue, pois até a presente data não foi

Silvania",1,Late Delivery or Non-Delivery
ee0db22a8e742b752914016708470ec8,1.0,"voces se tornaram corruptos,paguei e ainda nao recebi o produto",1,Late Delivery or Non-Delivery
